fund_short_name,fund_name,register_number,price_type
国优卷柏复合策略进取1号,国优卷柏复合策略进取1号私募证券投资基金,SSR208,1
龙旗1000指增2号,龙旗1000指增2号私募证券投资基金,SSJ316,2
上国象量化CTA一号,上国象量化CTA一号私募证券投资基金,SSW837,1
俊丹大象二号,俊丹大象二号私募证券投资基金,SSY444,1
健顺坤富量化增强1号,健顺坤富量化增强1号私募证券投资基金,SSZ293,1
量派金选量化对冲7号,量派金选量化对冲7号私募证券投资基金,SSS284,2
海鹏扬帆,海鹏扬帆私募证券投资基金,SSR379,2
海鹏数策,海鹏数策私募证券投资基金,SSR382,2
绰瑞汇海9号,绰瑞汇海9号私募证券投资基金,STB980,2
微观博易-含露,微观博易-含露私募证券投资基金,SST515,2
顽岩东方路,顽岩东方路私募证券投资基金,STA785,1
炳富瑞盛,炳富瑞盛私募证券投资基金,STB341,2
极量轩辕,极量轩辕私募证券投资基金,SQF349,2
澜熙套利一号,澜熙套利一号私募证券投资基金,SSY534,2
多璨灵活策略6号,多璨灵活策略6号私募证券投资基金,SNH506,2
哈希多策略1期,哈希多策略1期私募证券投资基金,SSZ829,2
前海钜亿中证500指数增强3号,前海钜亿中证500指数增强3号私募证券投资基金,STD315,1
凯读投资稳健5号,凯读投资稳健5号私募证券投资基金,SSU948,2
量衍鸣澜1号,量衍鸣澜1号私募证券投资基金,STB526,1
量桥投资云红一号,量桥投资云红一号私募证券投资基金,SSU228,2
微观博易-宝途,微观博易-宝途私募证券投资基金,STC172,2
简文日昇1号,简文日昇1号私募证券投资基金,STA666,1
探融老虎一号智能量化,探融老虎一号智能量化私募证券投资基金,STB800,2
具力芒种1号,具力芒种1号私募证券投资基金,STE836,2
丰润新享量化平衡,丰润新享量化平衡私募证券投资基金,SSL451,1
子午安心十九号,子午安心十九号私募证券投资基金,STA010,2
京盈智投博远,京盈智投博远私募证券投资基金,STE102,1
外贸信托-金锝上达中证500指数增强1期,外贸信托-金锝上达中证500指数增强1期集合资金信托计划,ZXD33Z202006010018387,1
中孚稳增二号,中孚稳增二号私募证券投资基金,STB970,1
图灵安享沪深300指数增强1号,图灵安享沪深300指数增强1号私募证券投资基金,STG276,2
世纪前沿金选沪深300指数增强1号,世纪前沿金选沪深300指数增强1号私募证券投资基金,STJ622,2
平凡贞观,平凡贞观私募证券投资基金,STH459,2
凡二量化选股3号1期,凡二量化选股3号1期私募证券投资基金,STH545,1
正仁潮汐1000指数增强四号,正仁潮汐1000指数增强四号私募证券投资基金,STK449,1
量派中证1000增强12号A类,量派中证1000增强12号私募证券投资基金A类份额,QJ816A,2
盖亚青柯中证500指数增强1号,盖亚青柯中证500指数增强1号私募证券投资基金,STE437,2
巨量均衡中证500指数增强一号,巨量均衡中证500指数增强一号私募证券投资基金,STG230,1
科瑞菲亚成长1号,科瑞菲亚成长1号私募证券投资基金,STJ121,1
鸣熙天玑中证500指数增强1号,鸣熙天玑中证500指数增强1号私募证券投资基金,STH153,1
汇瑾嘉平一号,汇瑾嘉平一号私募证券投资基金,STJ372,1
乾锦豪价值成长2号,乾锦豪价值成长2号私募证券投资基金,STN697,1
中柏柏跃一号,中柏柏跃一号私募证券投资基金,STF277,2
三个尖泰麋甲子,三个尖泰麋甲子私募证券投资基金,STK587,1
京华世家积极配置42号,京华世家积极配置42号私募证券投资基金,STN113,1
银岳明新量化1号,银岳明新量化1号私募证券投资基金,STM303,1
凡二量化中证500增强16号,凡二量化中证500增强16号私募证券投资基金,STC238,2
巨子1号,巨子1号私募证券投资基金,STH165,1
涌涵峰云1号,涌涵峰云1号私募证券投资基金,STJ351,2
国优卷柏稳健对冲7号,国优卷柏稳健对冲7号私募证券投资基金,STL546,2
秋水长天扶摇1号,秋水长天扶摇1号私募证券投资基金,STM507,2
灏象专享CTA一期,灏象专享一期私募证券投资基金,STN358,1
君宜常立,君宜常立私募证券投资基金,STJ726,2
知行通达-招享稳健1号,知行通达-招享稳健1号私募证券投资基金,STQ316,2
宽德中证1000指数增强2号,宽德中证1000指数增强2号私募证券投资基金,STD264,1
巨子3号,巨子3号私募证券投资基金,STH634,2
无隅鲲鹏科创一号,无隅鲲鹏科创一号私募证券投资基金,STK222,2
纽达投资善衡五号,纽达投资善衡五号私募证券投资基金,STP342,2
无隅鲲鹏300一号,无隅鲲鹏300一号私募证券投资基金,STN719,2
无隅鲲鹏800一号,无隅鲲鹏800一号私募证券投资基金,STQ720,2
垒昂金鹿中证500指数增强6号,垒昂金鹿中证500指数增强6号私募证券投资基金,STR261,1
上海宽德飞虹1号,上海宽德飞虹1号私募证券投资基金,STP731,2
赫富中证A500指数增强一号,赫富中证A500指数增强一号私募证券投资基金,SST129,2
翰荣狮子量化精选一号,翰荣狮子量化精选一号私募证券投资基金,STP493,1
恒泰融安乾睿量化1号,恒泰融安乾睿量化1号私募证券投资基金,STU800,1
盛丰中证500指数增强1号,盛丰中证500指数增强1号私募证券投资基金,STF048,1
展旗致远能源5号,展旗致远能源5号私募证券投资基金,STS362,1
杨湜多策略2号,杨湜多策略2号私募证券投资基金,STU531,1
特夫郁金香量化混合1号,特夫郁金香量化混合1号私募证券投资基金,STN967,2
半鞅中证500指数增强,半鞅中证500指数增强私募证券投资基金,STT008,1
星阔南山1号红利低波100指数增强,星阔南山1号红利低波100指数增强私募证券投资基金,STT871,1
世纪前沿量化优选1号,世纪前沿量化优选1号私募证券投资基金,STS091,2
凡二量化沪深300增强1号,凡二量化沪深300增强1号私募证券投资基金,STS689,2
杨湜图灵2号,杨湜图灵2号私募证券投资基金,STW054,1
汇利玖奕2号,汇利玖奕2号私募证券投资基金,STT722,1
汇利玖奕3号,汇利玖奕3号私募证券投资基金,STT749,1
概率300指增1号,概率300指增1号私募证券投资基金,STW137,1
世纪前沿松柏量化对冲1号,世纪前沿松柏量化对冲1号私募证券投资基金,STT372,2
致达亿贝,致达亿贝私募证券投资基金,STB912,2
特夫郁金香量化混合1号B类,特夫郁金香量化混合1号私募证券投资基金B类,TN967B,2
无隅鲲鹏量化多头二号,无隅鲲鹏量化多头二号私募证券投资基金,STU300,2
翔云50二号,翔云50二号私募证券投资基金,SVB166,2
甬远明月2号,甬远明月2号私募证券投资基金,SQL046,2
润熙领航一号,润熙领航一号私募证券投资基金,STV790,2
满风积分2号中证500指数增强,满风积分2号中证500指数增强私募证券投资基金,STT893,1
知行通达金选汇智4号指数增强,知行通达金选汇智4号指数增强私募证券投资基金,SVA319,2
禾泽上辰CTA6号B,禾泽上辰CTA6号B私募证券投资基金,SSY898,1
炳富红五星2号,炳富红五星2号私募证券投资基金,SVC734,2
半鞅量化精选,半鞅量化精选私募证券投资基金,SVB591,1
量派300增强2号A类,量派300增强2号私募证券投资基金A类份额,ND172A,2
坤望中证1000指数增强1号,坤望中证1000指数增强1号私募证券投资基金,SVB812,2
蒙玺国证2000指数量化1号,蒙玺国证2000指数量化1号私募证券投资基金,SVA137,2
艾悉财赋5号,艾悉财赋5号私募证券投资基金,SVC511,1
合骥睿源500增强2号,合骥睿源500增强2号私募证券投资基金,SVC177,1
汇利玖奕1号A类,汇利玖奕1号私募证券投资基金A类,LG401A,2
具力筋斗云灵活对冲1号,具力筋斗云灵活对冲1号私募证券投资基金,STH897,2
概率中性1号,概率中性1号私募证券投资基金,SVB548,1
放牛人3号,放牛人3号私募证券投资基金,SVB677,1
悬铃可转债量化一号,悬铃可转债量化一号私募证券投资基金,SVE725,2
锦徽延风,锦徽延风私募证券投资基金,SVE027,1
橡木望江二号,橡木望江二号私募证券投资基金,SVF475,2
甬远红日8号,甬远红日8号私募证券投资基金,SVA430,1
具力芒种6号,具力芒种6号私募证券投资基金,SVA617,2
蓝色郁金香多策略1号,蓝色郁金香多策略1号私募证券投资基金,STH148,2
炳富瑞泰,炳富瑞泰私募证券投资基金,SVG955,2
汉盛晓希1号,汉盛晓希1号私募证券投资基金,SVH952,1
敦和探索1号A类,敦和探索1号私募基金A类份额,EQ189A,2
橡木橡果A类,橡木橡果私募证券投资基金A类份额,EL802A,2
君宜共幸,君宜共幸私募证券投资基金,SVF292,2
时间序列风格优选1号,时间序列风格优选1号私募证券投资基金,SVE618,2
澜成可转债量化精选3号,澜成可转债量化精选3号私募证券投资基金,STQ393,1
岳皋泰山中心一号,岳皋泰山中心一号私募证券投资基金,SSY630,2
海鹏信风,海鹏信风私募证券投资基金,SVK414,1
艳珍山水1号,艳珍山水1号私募证券投资基金,SVL455,2
国优卷柏阿尔法增强1号,国优卷柏阿尔法增强1号私募证券投资基金,SVB969,2
托特市场中性2号,托特市场中性2号私募证券投资基金,SVL645,2
汇利玖奕2号A类,汇利玖奕2号私募证券投资基金A类份额,TT722A,2
汇利玖奕3号A类,汇利玖奕3号私募证券投资基金A类份额,TT749A,2
汇利玖奕4号A类,汇利玖奕4号私募证券投资基金A类份额,TT757A,2
致达萬贝,致达萬贝私募证券投资基金,SVG702,2
瀚鑫泰安十一号,瀚鑫泰安十一号私募证券投资基金,SVC879,2
量客中宇九号,量客中宇九号私募证券投资基金,SVM504,1
君宜折价策略1号,君宜折价策略1号私募证券投资基金,SVM936,1
蒙玺竞起26号量化,蒙玺竞起26号量化私募证券投资基金,SVM293,1
守正用奇稳进1号,守正用奇稳进1号私募证券投资基金,SVP248,1
国优卷柏稳健对冲9号,国优卷柏稳健对冲9号私募证券投资基金,SVQ369,1
艮岳康柏1号,艮岳康柏1号私募证券投资基金,SVN564,2
半鞅量化专享18号,半鞅量化专享18号私募证券投资基金,SVJ488,2
光华复兴,光华复兴私募证券投资基金,STU698,1
贞元顺安,贞元顺安私募证券投资基金,SVL285,2
垒昂金鹿量化中性1号,垒昂金鹿量化中性1号私募证券投资基金,SXV303,1
合骥睿源1000增强3号,合骥睿源1000增强3号私募证券投资基金,SVP774,1
慕途稳健1号,慕途稳健1号私募证券投资基金,SVM029,1
守正用奇龙珠1号,守正用奇龙珠1号私募证券投资基金,SVR172,2
创奥志赢1号,创奥志赢1号私募证券投资基金,SVS501,2
亦赋银河1号中证500指数增强,亦赋银河1号中证500指数增强私募证券投资基金,SVR402,1
九谦CTA一号,九谦CTA一号私募证券投资基金,SVS513,1
开思港股通中国红利,开思港股通中国红利私募证券投资基金,SVK053,1
勤远策略臻选,勤远策略臻选私募证券投资基金,SVT395,1
本利达利磐十二号,本利达利磐十二号私募证券投资基金,SVU714,2
顽岩中证2000指数增强1号,顽岩中证2000指数增强1号私募证券投资基金,SVT259,2
信展展盈,信展展盈私募证券投资基金,SVV092,2
时间序列瑞景专享,时间序列瑞景专享私募证券投资基金,SVT640,2
一马金品量化1号,一马金品量化1号私募证券投资基金,SVK123,2
量魁中证500指数增强之降龙伏虎,量魁中证500指数增强之降龙伏虎私募证券投资基金,SVU942,1
中元创富CTA三号,中元创富CTA三号私募证券投资基金,SVY557,1
半鞅多策略均衡1号,半鞅多策略均衡1号私募证券投资基金,SVX377,1
希塔山峦1号,希塔山峦1号私募证券投资基金,SVX593,1
朱雀CTA2号,朱雀CTA2号集合资产管理计划,SJA730,2
格林基金鲲鹏7号,格林基金鲲鹏7号集合资产管理计划,SJG396,2
格林基金鲲鹏1号,格林基金鲲鹏1号资产管理计划,SEE179,2
半鞅中证1000指数增强1号,半鞅中证1000指数增强1号私募证券投资基金,SVX392,1
格林基金鲲鹏6号,格林基金鲲鹏6号集合资产管理计划,SVZ638,2
东巍华山1号,东巍华山1号私募证券投资基金,SVX944,2
知行通达金选汇智8号指数增强,知行通达金选汇智8号指数增强私募证券投资基金,STW858,2
正瀛骐骥指数增强32号,正瀛骐骥指数增强32号私募证券投资基金,STX298,2
衍合量化选股1号,衍合量化选股1号私募证券投资基金,STX761,1
鲁民投中证1000指数增强一号,鲁民投中证1000指数增强一号私募证券投资基金,STY963,1
绰瑞金轮7号,绰瑞金轮7号私募证券投资基金,STZ187,2
量创量化北证选股1号,量创量化北证选股1号私募证券投资基金,SVX499,2
弈倍虎鲨中证1000指数增强,弈倍虎鲨中证1000指数增强私募证券投资基金,STX649,2
托特市场中性1号,托特市场中性1号私募证券投资基金,SVK190,2
时间序列红橡多策略套利一号B类,时间序列红橡多策略套利一号私募证券投资基金B类份额,VH992B,2
盛丰盛乾中证1000指数增强8号,盛丰盛乾中证1000指数增强8号私募证券投资基金,STX785,2
铭跃行远均衡一号,铭跃行远均衡一号私募证券投资基金,SVZ009,2
权舆CTA高频套利1号,权舆CTA高频套利1号私募证券投资基金,SVY895,1
思源量化全天时,思源量化全天时私募证券投资基金,STX009,1
吾执二二号,吾执二二号私募证券投资基金,STZ053,2
上衍投资天玑9号,上衍投资天玑9号私募证券投资基金,SXA706,2
世纪前沿指数增强11号b期,世纪前沿指数增强11号b期私募证券投资基金,SXB570,2
凯读投资君怡3号,凯读投资君怡3号私募证券投资基金,SXA895,2
安子心夏多策略一号,安子心夏多策略一号私募证券投资基金,STY813,2
托特量化优选1号,托特量化优选1号私募证券投资基金,SXB538,2
安子极客中证1000增强一号,安子极客中证1000增强一号私募证券投资基金,STZ906,2
量桥投资星瀚11号,量桥投资星瀚11号私募证券投资基金,SXD098,2
弈倍虎鲸12号,弈倍虎鲸12号私募证券投资基金,SXE479,2
嘉鸿复利2号,嘉鸿复利2号私募证券投资基金,STN287,1
大岩量化选股1号,大岩量化选股1号私募证券投资基金,SXD376,2
蒙玺量化精选对冲,蒙玺量化精选对冲私募证券投资基金,SXD421,2
正定进取8号,正定进取8号私募证券投资基金,SXE147,1
澜音宏观全天候1号,澜音宏观全天候1号私募证券投资基金,SXD958,1
日青木化意享1号,日青木化意享1号私募证券投资基金,SXB354,2
一马金品量化稳健1号,一马金品量化稳健1号私募证券投资基金,SXB860,2
量桥投资金山十一号,量桥投资金山十一号私募证券投资基金,SXD276,2
嘉策百煅一号,嘉策百煅一号私募证券投资基金,SXE373,1
国优卷柏稳健对冲2号,国优卷柏稳健对冲2号私募证券投资基金,SXE606,2
睿量智行1号,睿量智行1号私募证券投资基金,SXE629,2
君宜永循,君宜永循私募证券投资基金,SXE768,2
中孚ETF高频套利三号,中孚ETF高频套利三号私募证券投资基金,SXF902,1
启林专享旗舰运作1号,启林专享旗舰运作1号私募证券投资基金,SVJ190,2
顽岩量化对冲10号,顽岩量化对冲10号私募证券投资基金,SXC412,2
靖奇天弓二号,靖奇天弓二号私募证券投资基金,SXF921,2
尊和博投3号,尊和博投3号私募证券投资基金,SXG157,2
正仁双创择时一号,正仁双创择时一号私募证券投资基金,SXG834,2
盖亚青柯抗逆聚配1号,盖亚青柯抗逆聚配1号私募证券投资基金,SXD540,2
睿量原子1号,睿量原子1号私募证券投资基金,SXG468,2
君宜京益,君宜京益私募证券投资基金,SXH026,2
大岩千帆2号,大岩千帆2号私募证券投资基金,SXD380,1
知行通达金选量化对冲稳达2号C类,知行通达金选量化对冲稳达2号私募证券投资基金C类,VA177C,2
半鞅CTA进取1号,半鞅CTA进取1号私募证券投资基金,SXH607,1
照月海舟CTA平衡1号,照月海舟CTA平衡1号私募证券投资基金,SXE353,1
因诺CTA2号,因诺CTA2号私募证券投资基金,SXJ080,2
启元通盛3号,启元通盛3号私募证券投资基金,SXJ599,1
汉盛生花进取一号,汉盛生花进取一号私募证券投资基金,SXL032,1
华润信托·润享宽德中证1000指增2号,华润信托·润享宽德中证1000指增2号集合资金信托计划,ZXD38H202111010028924,1
国投泰康信托-国联证券大方向50之仁桥1号,国投泰康信托-国联证券大方向50之仁桥1号集合资金信托计划,ZXD35G202111010044399,1
碳硅1号,碳硅1号私募证券投资基金,SXJ836,2
千衍九凌1号,千衍九凌1号私募证券投资基金,SXF557,2
卓胜500量化对冲三号,卓胜500量化对冲三号私募证券投资基金,SXL184,2
因诺天问1号,因诺天问1号私募证券投资基金,SXL543,1
翔云50二号A类,翔云50二号私募证券投资基金A类份额,VB166A,2
正瀛骐骥轮动选股1号,正瀛骐骥轮动选股1号私募证券投资基金,SXJ148,2
巨量均衡量化对冲星曜2022,巨量均衡量化对冲星曜2022私募证券投资基金,SXK733,1
量创全天候元语1号,量创全天候元语1号私募证券投资基金,SXL919,2
岳皋华山一号,岳皋华山一号私募证券投资基金,SQG913,2
青骊汇敏7号,青骊汇敏7号私募证券投资基金,SXF429,2
平方和鼎盛中证1000指数增强8号,平方和鼎盛中证1000指数增强8号私募证券投资基金,SXN345,2
常行11号,常行11号私募证券投资基金,SXK626,2
砚博乘风量化7号,砚博乘风量化7号私募证券投资基金,SXM872,1
权舆CTA套利1号,权舆CTA套利1号私募证券投资基金,SXP344,1
子呈全球飞牛3号,子呈全球飞牛3号私募证券投资基金,SXJ998,1
图斯谷雨,图斯谷雨私募证券投资基金,SXN828,1
安值盈玖量化3号,安值盈玖量化3号私募证券投资基金,SXQ849,2
无涯稳健3号,无涯稳健3号私募证券投资基金,SXN379,2
子呈育才1号,子呈育才1号私募证券投资基金,SXN424,1
吾执三零号,吾执三零号私募证券投资基金,SXN031,2
君宜共舞,君宜共舞私募证券投资基金,SXJ441,1
卓胜中证500指数增强一号,卓胜中证500指数增强一号私募证券投资基金,SXN301,1
高益老杰股纯量化,高益老杰股纯量化私募证券投资基金,SXQ465,1
众壹资产量合九阳1号,众壹资产量合九阳1号私募证券投资基金,SXR424,2
守正用奇龙珠专享1号,守正用奇龙珠专享1号私募证券投资基金,SXR918,2
特夫郁金香弦理1号,特夫郁金香弦理1号私募证券投资基金,SXR731,2
半鞅CTA进取1号B类,半鞅CTA进取1号私募证券投资基金B类,XH607B,2
滨风风云板客1号,滨风风云板客1号私募证券投资基金,SXL276,1
无涯稳健4号,无涯稳健4号私募证券投资基金,SXS257,2
三亚知行通达汇智12号,三亚知行通达汇智12号私募证券投资基金,SXK770,2
千衍六和6号1000增强,千衍六和6号1000增强私募证券投资基金,SXQ298,2
博牛资产轮动量化1号,博牛资产轮动量化1号私募证券投资基金,SXT870,1
哈希可转债量化对冲1号A类,哈希可转债量化对冲1号A类私募证券投资基金,SXL302,1
具力金箍棒3号,具力金箍棒3号私募证券投资基金,SVU339,2
艮岳朝乾1号,艮岳朝乾1号私募证券投资基金,SXU175,1
顽岩金选稳健1号,顽岩金选稳健1号私募证券投资基金,SXV601,2
宁水国债宝,宁水国债宝私募证券投资基金,SXT890,2
玉数涵瑞专享十二号,玉数涵瑞专享十二号私募证券投资基金,SXF707,2
具力芒种8号,具力芒种8号私募证券投资基金,SXU118,1
平方和鼎盛中证500指数增强9号,平方和鼎盛中证500指数增强9号私募证券投资基金,SXV406,2
赜远尊享中证1000指数增强1号,赜远尊享中证1000指数增强1号私募证券投资基金,SXM072,2
蝶威平衡对冲1号,蝶威平衡对冲1号私募证券投资基金,SXU054,1
玉数涵瑞专享十六号,玉数涵瑞专享十六号私募证券投资基金,SXV939,2
君宜共宁,君宜共宁私募证券投资基金,SXJ439,2
凯读青山,凯读青山私募证券投资基金,SXW242,2
盛丰盛元中证500指数增强3号,盛丰盛元中证500指数增强3号私募证券投资基金,SXU842,2
恒泰融安量化多策略禾安1号,恒泰融安量化多策略禾安1号私募证券投资基金,SXY042,2
安子极客中证500增强一号,安子极客中证500增强一号私募证券投资基金,SXX167,2
橡木闻潮二号A类,橡木闻潮二号私募证券投资基金A类份额,GD755A,2
致达京贝,致达京贝私募证券投资基金,SXT404,2
致达仟贝,致达仟贝私募证券投资基金,STG251,2
子午1000指数增强一号,子午1000指数增强一号私募证券投资基金,SZA051,2
超量子中证1000增强9号,超量子中证1000增强9号私募证券投资基金,SXZ916,2
半鞅中证1000指数增强1号B类,半鞅中证1000指数增强1号私募证券投资基金B类份额,VX392B,2
悬铃尊享CTA1号,悬铃尊享CTA1号私募证券投资基金,SZA312,2
尊和中证1000指数增强5号,尊和中证1000指数增强5号私募证券投资基金,SXY965,1
磐松大盘股指数增强1号,磐松大盘股指数增强1号私募证券投资基金,SXZ373,1
磐松中盘股指数增强1号,磐松中盘股指数增强1号私募证券投资基金,SXZ439,1
睿量智行1号A类,睿量智行1号私募证券投资基金A类份额,XE629A,2
一马金品量化稳健2号,一马金品量化稳健2号私募证券投资基金,SXW793,2
勤远价值成长精选,勤远价值成长精选私募证券投资基金,SXY661,2
倍漾中证1000指数增强1期,倍漾中证1000指数增强1期私募证券投资基金,SXZ461,1
嘉和传承日鑫月益1号,嘉和传承日鑫月益1号私募证券投资基金,SXZ538,1
巨量均衡可转债猎鹰一号,巨量均衡可转债猎鹰一号私募证券投资基金,SZB124,1
简文盛京四号斗金,简文盛京四号斗金私募证券投资基金,SXY802,2
睿量光子1号,睿量光子1号私募证券投资基金,SZA093,2
吾执九一号,吾执九一号私募证券投资基金,SZA545,2
艳珍中证1000指数增强,艳珍中证1000指数增强私募证券投资基金,SZA393,2
国泰君安期货招祥量化中性16号,国泰君安期货招祥量化中性16号集合资产管理计划,SVL438,1
玉数涵瑞专享十七号,玉数涵瑞专享十七号私募证券投资基金,SZB966,2
恒泰融安500指数增强嘉安1号,恒泰融安500指数增强嘉安1号私募证券投资基金,SZD301,2
磐松多空对冲1号,磐松多空对冲1号私募证券投资基金,SXZ248,1
磐松小盘股指数增强1号,磐松小盘股指数增强1号私募证券投资基金,SZB329,2
瀚鑫纸鸢量化优选,瀚鑫纸鸢量化优选私募证券投资基金,SZC020,1
展旗致臻多策略1号,展旗致臻多策略1号私募证券投资基金,SZD768,1
财信国联大方向50之衍复灵活对冲2号,财信国联大方向50之衍复灵活对冲2号集合资金信托计划,ZXD32H202207010056086,1
佳岳-实投1号A类,佳岳-实投1号私募证券投资基金A类份额,JQ197A,2
致邃投资-智慧矩阵指数增强量化2号,致邃投资-智慧矩阵指数增强量化2号私募证券投资基金,SZC277,2
朴时灵动配置1号,朴时灵动配置1号私募证券投资基金,SZC765,2
量道顺风1号A类,量道顺风1号私募证券投资基金A类份额,ZC421A,1
量道乘风1号A类,量道乘风1号私募证券投资基金A类份额,ZD112A,1
铭跃稳健一号,铭跃稳健一号私募证券投资基金,SXQ077,2
云起量化金选6号,云起量化金选6号私募证券投资基金,SXV825,2
远澜藤枫宏观量化1号,远澜藤枫宏观量化1号私募证券投资基金,SZF854,1
元涞潜龙稳健1号,元涞潜龙稳健1号私募证券投资基金,SZF458,1
黑翼优选多策略6号B类,黑翼优选多策略6号私募证券投资基金B类份额,NP543B,2
笃熙禀泰安鑫复利增长1号,笃熙禀泰安鑫复利增长1号私募证券投资基金,SZF717,2
鲁民投量化对冲二号,鲁民投量化对冲二号私募证券投资基金,SXY896,1
众壹资产纵海旗舰,众壹资产纵海旗舰私募证券投资基金,SZD503,1
英领乘风5号,英领乘风5号私募证券投资基金,SZE184,1
念觉中证1000指数增强12号,念觉中证1000指数增强12号私募证券投资基金,SZG503,2
量盈中证1000指数增强1号,量盈中证1000指数增强1号私募证券投资基金,SZH903,2
超量子中证1000增强1号,超量子中证1000增强1号私募证券投资基金,SZA017,1
正仁中证1000指数增强,正仁中证1000指数增强私募证券投资基金,SZG958,2
京盈智投多策略8号,京盈智投多策略8号私募证券投资基金,SZH040,1
艮岳鲲鹏3号,艮岳鲲鹏3号私募证券投资基金,SZF564,2
钰泰玲珑平衡1号,钰泰玲珑平衡1号私募证券投资基金,SZG681,1
鸣石同心9号量化对冲,鸣石同心9号量化对冲私募证券投资基金,SZD191,2
半夏中国宏观对冲A类,半夏中国宏观对冲私募证券投资基金A类份额,QR724A,2
申九元数多元策略,申九元数多元策略私募证券投资基金,SZM903,1
托特中证2000指数增强3号,托特中证2000指数增强3号私募证券投资基金,SXW727,2
量道明察1号A类,量道明察1号私募证券投资基金A类份额,ZC435A,1
衍复小市值指数增强一号,衍复小市值指数增强一号私募证券投资基金,SZL824,1
谷信行稳致远,谷信行稳致远私募证券投资基金,SZH117,1
启元通盛6号,启元通盛6号私募证券投资基金,SZK091,1
朗海恒昇九号,朗海恒昇九号私募证券投资基金,SXZ776,2
正仁股票中性策略,正仁股票中性策略私募证券投资基金,SZJ257,2
涌泉君安三号,涌泉君安三号私募证券投资基金,SZM385,2
中孚指数增强1号,中孚指数增强1号私募证券投资基金,SZN346,1
乾象股票千里20号,乾象股票千里20号私募证券投资基金,SZM546,1
顺义成启航1号,顺义成启航1号私募证券投资基金,SZN706,2
乾象股票千里20号B类,乾象股票千里20号私募证券投资基金B类份额,ZM546B,2
盛丰量化选股1号,盛丰量化选股1号私募证券投资基金,SZB557,1
万维-偲科聆量化多头1号,万维-偲科聆量化多头1号私募证券投资基金,SZQ579,1
艮岳朝乾2号,艮岳朝乾2号私募证券投资基金,SZR924,1
睿量量子9号,睿量量子9号私募证券投资基金,SZD411,2
杉树1000指数增强1号,杉树1000指数增强1号私募证券投资基金,SZQ814,2
致邃投资-智慧矩阵奥利维拉量化4号,致邃投资-智慧矩阵奥利维拉量化4号私募证券投资基金,SZT759,2
嘉合杉升阿尔法一号,嘉合杉升阿尔法一号私募证券投资基金,SZS184,1
衍复专享小市值指数增强1号,衍复专享小市值指数增强1号私募证券投资基金,SZS588,1
澜熙共富1号,澜熙共富1号私募证券投资基金,SZT163,2
图灵小市值指数增强1号,图灵小市值指数增强1号私募证券投资基金,SZV113,2
平凡凡响二号,平凡凡响二号私募证券投资基金,SZU727,1
澜熙星汉1号,澜熙星汉1号私募证券投资基金,SZS273,2
德合南岳量化一号,德合南岳量化一号私募证券投资基金,SZS755,2
睿量量子春晓1号,睿量量子春晓1号私募证券投资基金,SZT700,2
图灵佩利1号,图灵佩利1号私募证券投资基金,SZV498,1
正仁进取型中证1000指数增强,正仁进取型中证1000指数增强私募证券投资基金,SZV509,2
三亚知行通达汇智1号C类,三亚知行通达汇智1号私募证券投资基金C类份额,GX190C,2
衍复小市值指数增强一号B类,衍复小市值指数增强一号私募证券投资基金B类份额,ZL824B,2
熙盛睿成商品对冲,熙盛睿成商品对冲私募证券投资基金,SZV213,1
盖亚青柯沪深300指增1号,盖亚青柯沪深300指增1号私募证券投资基金,SZQ939,2
宽德小洞天1号,宽德小洞天1号私募证券投资基金,SZW153,2
弈倍景杉12号,弈倍景杉12号私募证券投资基金,SZW244,2
波克稳健多策略1号,波克稳健多策略1号私募证券投资基金,SZR642,1
交叉智能-量化增强2号,交叉智能-量化增强2号私募证券投资基金,SZD351,2
忤合红龙,忤合红龙私募证券投资基金,SZU433,1
图灵佩利2号,图灵佩利2号私募证券投资基金,SZX076,1
超量子量化中性1号,超量子量化中性1号私募证券投资基金,SZW306,2
汉鸿木盛转债增强1号,汉鸿木盛转债增强1号私募证券投资基金,SZX167,2
波克平衡多策略1号,波克平衡多策略1号私募证券投资基金,SZR639,1
钧誉酬勤量化11号,钧誉酬勤量化11号私募证券投资基金,SZY180,1
量魁中证1000指数增强一号,量魁中证1000指数增强一号私募证券投资基金,SZY911,1
波克远见优选,波克远见优选私募证券投资基金,SZN654,1
赜远尊享量化对冲5号,赜远尊享量化对冲5号私募证券投资基金,SZW733,2
盛丰烁今1号,盛丰烁今1号私募证券投资基金,SZX228,2
珺容东财精选1号,珺容东财精选1号私募证券投资基金,SZY420,1
朗海恒昇九号B类,朗海恒昇九号私募证券投资基金B类份额,XZ776B,2
特夫郁金香三号A类,特夫郁金香三号私募证券投资基金A类份额,XC599A,2
磐松全市场指数增强1号,磐松全市场指数增强1号私募证券投资基金,SB0384,1
波克天工量化对冲1号,波克天工量化对冲1号私募证券投资基金,SB0679,2
忤合福牛A类,忤合福牛私募证券投资基金A类份额,QM058A,1
垒昂蜜獾中证1000指数增强3号,垒昂蜜獾中证1000指数增强3号私募证券投资基金,SZZ681,1
嘉鸿璞真6号B类,嘉鸿璞真6号私募证券投资基金B类份额,VG092B,2
靖奇春晓1号B类,靖奇春晓1号私募证券投资基金B类份额,TX520B,2
南京长木常青1号,南京长木常青1号私募证券投资基金,SB2050,2
致邃投资-智慧矩阵指数增强量化7号,致邃投资-智慧矩阵指数增强量化7号私募证券投资基金,SZW016,2
